PROVINCIA_CODIGO,PROVINCIA_NOMBRE,CANTON_CODIGO,CANTON_NOMBRE,PARROQUIA_CODIGO,PARROQUIA_NOMBRE,PARROQUIA_ESTADO
7,EL ORO,355,SANTA ROSA,4215,VICTORIA,RURAL
9,GUAYAS,430,SALITRE,4220,VICTORIA,RURAL
1,AZUAY,260,CUENCA,4225,VICTORIA DEL PORTETE,RURAL
8,ESMERALDAS,575,QUININDE,4230,VICHE,RURAL
11,LOJA,300,LOJA,4235,VILCABAMBA/VICTORIA,RURAL
8,ESMERALDAS,560,ESMERALDAS,4240,VUELTA LARGA,RURAL
9,GUAYAS,395,YAGUACHI,4275,YAGUACHI VIEJO/CONE,RURAL
11,LOJA,300,LOJA,4280,YANGANA / ARSENIO CASTILLO,RURAL
17,PICHINCHA,60,QUITO,4290,YARUQUI,RURAL
22,ORELLANA,630,AGUARICO,4295,YASUNI,RURAL
14,MORONA SANTIAGO,611,LOGRONO,4300,YAUPI,RURAL
14,MORONA SANTIAGO,600,LIMON INDANZA,4305,YUNGANZA /EL ROSARIO,RURAL
18,TUNGURAHUA,160,QUERO,4310,YANAYACU MOCHAPATA,RURAL
17,PICHINCHA,60,QUITO,4325,ZAMBIZA,RURAL
12,LOS RIOS,545,VENTANAS,4330,ZAPOTAL,RURAL
1,AZUAY,265,GUALACEO,4340,ZHIDMAD,RURAL
3,CANAR,240,CANAR,4345,ZHUD,RURAL
14,MORONA SANTIAGO,590,MORONA,4360,ZUNAC,RURAL
5,COTOPAXI,105,PUJILI,4365,ZUMBAHUA,RURAL
20,GALAPAGOS,800,SAN CRISTOBAL,4415,ISLA SANTA MARIA,RURAL
12,LOS RIOS,540,QUEVEDO,4420,LA ESPERANZA,RURAL
12,LOS RIOS,540,QUEVEDO,4425,SAN CARLOS,RURAL
6,CHIMBORAZO,205,COLTA,4430,SANTIAGO DE QUITO,RURAL
17,PICHINCHA,85,STO. DGO. DE LOS CLDS,4440,PUERTO LIMON,RURAL
7,EL ORO,360,ZARUMA,4445,ARCAPAMBA,RURAL
7,EL ORO,360,ZARUMA,4450,MULUNCAY GRANDE,RURAL
11,LOJA,290,CATAMAYO,4455,ZAMBI,RURAL
11,LOJA,340,ESPINDOLA,4460,27 DE ABRIL /LA NARANJA,RURAL
8,ESMERALDAS,565,ELOY ALFARO,4465,SANTO DOMINGO DE ONZOLE,RURAL
11,LOJA,300,LOJA,4475,CHANTACO,RURAL
7,EL ORO,705,ATAHUALPA,4480,CORDONCILLO,RURAL
14,MORONA SANTIAGO,590,MORONA,4485,SINAI,RURAL
13,MANABI,455,JIPIJAPA,4490,MEMBRILLAL,RURAL
7,EL ORO,365,PASAJE,4495,CASACAY,RURAL
9,GUAYAS,400,DAULE,4500,EL LAUREL,RURAL
19,ZAMORA CHINCHIPE,661,PALANDA,4505,SAN FRANCISCO DEL VERGEL,RURAL
16,PASTAZA,680,PASTAZA,4510,SIMON BOLIVAR,RURAL
2,BOLIVAR,175,SAN MIGUEL,4515,REGULO DE MORA,RURAL
7,EL ORO,690,PORTOVELO,4520,MORALES,RURAL
7,EL ORO,355,SANTA ROSA,4525,TORATA,RURAL
7,EL ORO,705,ATAHUALPA,4530,SAN JOSE,RURAL
7,EL ORO,705,ATAHUALPA,4535,MILAGRO,RURAL
11,LOJA,300,LOJA,4540,SAN PEDRO DE VILCABAMBA,RURAL
18,TUNGURAHUA,160,QUERO,4550,RUMIPAMBA,RURAL
18,TUNGURAHUA,850,MOCHA,4555,PINGUILI,RURAL
1,AZUAY,855,SAN FERNANDO,4560,CHUMBLIN,RURAL
1,AZUAY,275,PAUTE,4565,EL CABO,RURAL
11,LOJA,330,PUYANGO,5005,ALAMOR,URBANA
6,CHIMBORAZO,215,ALAUSI,5010,ALAUSI,URBANA
17,PICHINCHA,60,QUITO,5015,ALFARO,URBANA
11,LOJA,340,ESPINDOLA,5020,AMALUZA,URBANA
10,IMBABURA,45,ANTONIO ANTE,5025,ANDRADE MARIN/LOURDES,URBANA
13,MANABI,440,PORTOVIEJO,5030,ANDRES DE VERA,URBANA
2,BOLIVAR,165,GUARANDA,5035,ANGEL POLIVIO CHAVEZ,URBANA
7,EL ORO,375,ARENILLAS,5040,ARENILLAS,URBANA
18,TUNGURAHUA,135,AMBATO,5045,ATOCHA FICOA,URBANA
10,IMBABURA,45,ANTONIO ANTE,5050,ATUNTAQUI,URBANA
9,GUAYAS,390,GUAYAQUIL,5055,AYACUCHO,URBANA
17,PICHINCHA,65,CAYAMBE,5060,AYORA,URBANA
3,CANAR,235,AZOGUES,5065,AZOGUES,URBANA
15,NAPO,700,ARCHIDONA,5070,ARCHIDONA,URBANA
1,AZUAY,260,CUENCA,5075,BELLAVISTA,URBANA
1,AZUAY,260,CUENCA,5080,CANARIBAMBA,URBANA
12,LOS RIOS,520,BABA,5085,BABA,URBANA
15,NAPO,635,QUIJOS,5090,BAEZA,URBANA
13,MANABI,475,SUCRE,5095,BAHIA DE CARAQUEZ,URBANA
9,GUAYAS,415,BALZAR,5100,BALZAR,URBANA
18,TUNGURAHUA,150,BANOS,5105,BANOS,URBANA
17,PICHINCHA,60,QUITO,5110,BENALCAZAR,URBANA
3,CANAR,245,BIBLIAN,5115,BIBLIAN,URBANA
9,GUAYAS,430,SALITRE,5120,BOCANA,URBANA
9,GUAYAS,390,GUAYAQUIL,5125,BOLIVAR/SAGRARIO,URBANA
9,GUAYAS,410,SANTA ELENA,5130,BALLENITA,URBANA
1,AZUAY,260,CUENCA,5135,EL BATAN,URBANA
1,AZUAY,260,CUENCA,5140,MACHANGARA,URBANA
6,CHIMBORAZO,205,COLTA,5145,CAJABAMBA,URBANA
13,MANABI,485,BOLIVAR,5150,CALCETA,URBANA
9,GUAYAS,430,SALITRE,5155,CANDILEJOS,URBANA
3,CANAR,240,CANAR,5160,CANAR,URBANA
10,IMBABURA,30,IBARRA,5165,CARANQUI,URBANA
9,GUAYAS,390,GUAYAQUIL,5170,CARBO/CONCEPCION,URBANA
11,LOJA,320,CALVAS,5175,CARIAMANGA,URBANA
11,LOJA,310,PALTAS,5180,CATACOCHA,URBANA
12,LOS RIOS,535,URDANETA,5185,CATARAMA,URBANA
17,PICHINCHA,65,CAYAMBE,5190,CAYAMBE,URBANA
11,LOJA,315,CELICA,5195,CELICA,URBANA
9,GUAYAS,430,SALITRE,5200,SALITRE,URBANA
8,ESMERALDAS,560,ESMERALDAS,5205,BARTOLOME RUIZ,URBANA
8,ESMERALDAS,560,ESMERALDAS,5210,5 DE AGOSTO,URBANA
12,LOS RIOS,515,BABAHOYO,5215,CLEMENTE BAQUERIZO,URBANA
17,PICHINCHA,60,QUITO,5220,COTOCOLLAO,URBANA
18,TUNGURAHUA,145,PILLARO,5225,CUIDAD NUEVA,URBANA
18,TUNGURAHUA,135,AMBATO,5230,CELIANO MONGE,URBANA
17,PICHINCHA,60,QUITO,5235,CHAUPICRUZ,URBANA
11,LOJA,320,CALVAS,5240,CHILE,URBANA
2,BOLIVAR,180,CHILLANES,5245,CHILLANES,URBANA
13,MANABI,480,CHONE,5250,CHONE,URBANA
6,CHIMBORAZO,220,CHUNCHI,5255,CHUNCHI,URBANA
17,PICHINCHA,60,QUITO,5260,CHILLOGALLO,URBANA
13,MANABI,440,PORTOVIEJO,5265,COLON,URBANA
11,LOJA,290,CATAMAYO,5270,CATAMAYO,URBANA
9,GUAYAS,400,DAULE,5275,DAULE,URBANA
13,MANABI,440,PORTOVIEJO,5280,12 DE MARZO,URBANA
12,LOS RIOS,515,BABAHOYO,5285,DR. CAMILO PONCE E.,URBANA
1,AZUAY,260,CUENCA,5290,MONAY,URBANA
4,CARCHI,15,ESPEJO,5295,EL ANGEL,URBANA
13,MANABI,500,EL CARMEN,5300,EL CARMEN,URBANA
5,COTOPAXI,120,PANGUA,5305,EL CORAZON,URBANA
5,COTOPAXI,100,LATACUNGA,5310,ELOY ALFARO / SAN FELIPE,URBANA
6,CHIMBORAZO,200,GUANO,5315,EL ROSARIO,URBANA
11,LOJA,300,LOJA,5320,EL SAGRARIO,URBANA
17,PICHINCHA,60,QUITO,5325,EL SALVADOR,URBANA
1,AZUAY,260,CUENCA,5330,EL VECINO,URBANA
8,ESMERALDAS,560,ESMERALDAS,5335,ESMERALDAS,URBANA
7,EL ORO,380,EL GUABO,5340,EL GUABO,URBANA
9,GUAYAS,505,EL TRIUNFO,5345,EL TRIUNFO,URBANA
2,BOLIVAR,185,ECHEANDIA,5350,ECHEANDIA,URBANA
9,GUAYAS,390,GUAYAQUIL,5355,FEBRES CORDERO,URBANA
1,AZUAY,260,CUENCA,5360,TOTORACOCHA,URBANA
9,GUAYAS,125,COLIMES,5365,COLIMES,URBANA
1,AZUAY,260,CUENCA,5370,YANUNCAY,URBANA
2,BOLIVAR,165,GUARANDA,5375,GABRIEL I VEINTIMILLA,URBANA
9,GUAYAS,390,GUAYAQUIL,5380,GARCIA MORENO,URBANA
11,LOJA,325,MACARA,5385,GRAL.ELOY ALFARO,URBANA
14,MORONA SANTIAGO,600,LIMON INDANZA,5390,GRAL. LEONIDAS PLAZA,URBANA
1,AZUAY,270,GIRON,5395,GIRON,URBANA
11,LOJA,335,GONZANAMA,5400,GONZANAMA,URBANA
4,CARCHI,10,MONTUFAR,5405,GONZALEZ SUAREZ,URBANA
17,PICHINCHA,60,QUITO,5410,GONZALEZ SUAREZ,URBANA
4,CARCHI,5,TULCAN,5415,GONZALEZ SUAREZ,URBANA
1,AZUAY,265,GUALACEO,5420,GUALACEO,URBANA
14,MORONA SANTIAGO,595,GUALAQUIZA,5425,GUALAQUIZA,URBANA
6,CHIMBORAZO,210,GUAMOTE,5430,GUAMOTE,URBANA
17,PICHINCHA,60,QUITO,5435,GUAPULO,URBANA
10,IMBABURA,30,IBARRA,5440,GUAYAQUIL DE ALPACHACA,URBANA
18,TUNGURAHUA,135,AMBATO,5445,HUACHI LORETO,URBANA
1,AZUAY,260,CUENCA,5450,HUAYNACAPAC,URBANA
18,TUNGURAHUA,135,AMBATO,5455,HUACHI CHICO,URBANA
7,EL ORO,695,HUAQUILLAS,5460,HUAQUILLAS,URBANA
5,COTOPAXI,100,LATACUNGA,5465,IGNACIO FLORES,URBANA
9,GUAYAS,95,BALAO,5470,BALAO,URBANA
6,CHIMBORAZO,190,CHAMBO,5475,CHAMBO,URBANA
13,MANABI,230,FLAVIO ALFARO,5480,FLAVIO ALFARO,URBANA
13,MANABI,455,JIPIJAPA,5485,JIPIJAPA,URBANA
10,IMBABURA,35,OTAVALO,5490,JORDAN,URBANA
17,PICHINCHA,65,CAYAMBE,5495,JUAN MONTALVO,URBANA
5,COTOPAXI,100,LATACUNGA,5500,JUAN MONTALVO,URBANA
13,MANABI,490,JUNIN,5505,JUNIN,URBANA
15,NAPO,255,EL CHACO,5510,EL CHACO,URBANA
18,TUNGURAHUA,90,TISALEO,5515,TISALEO,URBANA
19,ZAMORA CHINCHIPE,130,NANGARITZA,5520,GUAYZIMI,URBANA
21,SUCUMBIOS,640,SUCUMBIOS,5525,LA BONITA,URBANA
17,PICHINCHA,60,QUITO,5530,LA FLORESTA,URBANA
17,PICHINCHA,60,QUITO,5535,LA LIBERTAD,URBANA
17,PICHINCHA,60,QUITO,5540,LA MAGDALENA,URBANA
18,TUNGURAHUA,135,AMBATO,5545,LA MATRIZ,URBANA
6,CHIMBORAZO,200,GUANO,5550,LA MATRIZ,URBANA
5,COTOPAXI,100,LATACUNGA,5555,LA MATRIZ,URBANA
18,TUNGURAHUA,135,AMBATO,5560,LA MERCED,URBANA
7,EL ORO,350,MACHALA,5565,LA PROVIDENCIA,URBANA
13,MANABI,450,MANTA,5570,LOS ESTEROS,URBANA
17,PICHINCHA,60,QUITO,5575,LA VICENTINA,URBANA
13,MANABI,475,SUCRE,5580,LEONIDAS PLAZA G.,URBANA
9,GUAYAS,390,GUAYAQUIL,5585,LETAMENDI,URBANA
6,CHIMBORAZO,195,RIOBAMBA,5590,LIZARZABURU,URBANA
11,LOJA,310,PALTAS,5595,LOURDES,URBANA
8,ESMERALDAS,560,ESMERALDAS,5600,LUIS TELLO / LAS PALMAS /,URBANA
18,TUNGURAHUA,135,AMBATO,5605,LA PENINSULA,URBANA
3,CANAR,250,LA TRONCAL,5610,LA TRONCAL,URBANA
14,MORONA SANTIAGO,590,MORONA,5615,MACAS,URBANA
17,PICHINCHA,70,MEJIA,5620,MACHACHI,URBANA
7,EL ORO,350,MACHALA,5625,MACHALA,URBANA
6,CHIMBORAZO,195,RIOBAMBA,5630,MALDONADO,URBANA
13,MANABI,450,MANTA,5635,MANTA,URBANA
12,LOS RIOS,710,MONTALVO,5640,MONTALVO /SABANETA,URBANA
14,MORONA SANTIAGO,605,SANTIAGO,5645,MENDEZ,URBANA
16,PASTAZA,685,MERA,5650,MERA,URBANA
14,MORONA SANTIAGO,595,GUALAQUIZA,5655,MERCEDES MOLINA,URBANA
9,GUAYAS,420,MILAGRO,5660,MILAGRO,URBANA
13,MANABI,445,MONTECRISTI,5665,MONTECRISTI,URBANA
8,ESMERALDAS,570,MUISNE,5670,MUISNE,URBANA
9,GUAYAS,435,NARANJAL,5675,NARANJAL,URBANA
11,LOJA,325,MACARA,5680,MACARA,URBANA
4,CARCHI,20,MIRA,5685,MIRA,URBANA
1,AZUAY,555,PUCARA,5690,PUCARA,URBANA
9,GUAYAS,390,GUAYAQUIL,5695,9 DE OCTUBRE,URBANA
22,ORELLANA,630,AGUARICO,5700,NUEVO ROCAFUERTE,URBANA
9,GUAYAS,510,NARANJITO,5705,NARANJITO,URBANA
21,SUCUMBIOS,625,LAGO AGRIO,5710,NUEVA LOJA,URBANA
7,EL ORO,585,CHILLA,5715,CHILLA,URBANA
9,GUAYAS,390,GUAYAQUIL,5720,OLMEDO/SAN ALEJO,URBANA
9,GUAYAS,675,PALESTINA,5725,PALESTINA,URBANA
17,PICHINCHA,85,STO. DGO. DE LOS CLDS,5730,ABRAHAM CALAZACON,URBANA
9,GUAYAS,715,PEDRO CARBO,5735,PEDRO CARBO,URBANA
6,CHIMBORAZO,225,PENIPE,5740,PENIPE,URBANA
7,EL ORO,705,ATAHUALPA,5745,PACCHA,URBANA
10,IMBABURA,50,PIMAMPIRO,5750,PIMAMPIRO,URBANA
13,MANABI,495,PAJAN,5755,PAJAN,URBANA
14,MORONA SANTIAGO,615,PALORA,5760,PALORA,URBANA
9,GUAYAS,430,SALITRE,5765,PARAISO,URBANA
7,EL ORO,365,PASAJE,5770,OCHOA LEON/MATRIZ,URBANA
1,AZUAY,275,PAUTE,5775,PAUTE,URBANA
18,TUNGURAHUA,140,PELILEO,5780,PELILEO,URBANA
18,TUNGURAHUA,145,PILLARO,5785,PILLARO,URBANA
7,EL ORO,370,PINAS,5790,PINAS,URBANA
13,MANABI,440,PORTOVIEJO,5795,PORTOVIEJO,URBANA
12,LOS RIOS,530,PUEBLO VIEJO,5800,PUEBLO VIEJO,URBANA
7,EL ORO,350,MACHALA,5805,PUERTO BOLIVAR,URBANA
11,LOJA,730,PINDAL,5810,PINDAL /FEDERICO PAEZ,URBANA
22,ORELLANA,645,FCO.DE ORELLANA,5815,PTO. FCO. DE ORELLANA,URBANA
5,COTOPAXI,105,PUJILI,5820,PUJILI,URBANA
16,PASTAZA,680,PASTAZA,5825,PUYO,URBANA
18,TUNGURAHUA,155,PATATE,5830,PATATE,URBANA
18,TUNGURAHUA,160,QUERO,5835,QUERO,URBANA
18,TUNGURAHUA,135,AMBATO,5840,PISHILATA,URBANA
13,MANABI,440,PORTOVIEJO,5845,PICOAZA,URBANA
7,EL ORO,690,PORTOVELO,5850,PORTOVELO,URBANA
12,LOS RIOS,540,QUEVEDO,5855,QUEVEDO,URBANA
17,PICHINCHA,85,STO. DGO. DE LOS CLDS,5860,BOMBOLI,URBANA
17,PICHINCHA,85,STO. DGO. DE LOS CLDS,5865,RIO VERDE,URBANA
17,PICHINCHA,85,STO. DGO. DE LOS CLDS,5870,RIO TOACHI,URBANA
1,AZUAY,260,CUENCA,5875,RAMIREZ DAVALOS,URBANA
9,GUAYAS,390,GUAYAQUIL,5880,ROCA,URBANA
13,MANABI,465,ROCAFUERTE,5885,ROCAFUERTE,URBANA
9,GUAYAS,390,GUAYAQUIL,5890,ROCAFUERTE,URBANA
8,ESMERALDAS,575,QUININDE,5895,ROSA ZARATE,URBANA
18,TUNGURAHUA,140,PELILEO,5900,PELILEO GRANDE /R. MINO,URBANA
1,AZUAY,260,CUENCA,5905,SAGRARIO,URBANA
10,IMBABURA,40,COTACACHI,5910,SAGRARIO,URBANA
10,IMBABURA,30,IBARRA,5915,SAGRARIO,URBANA
9,GUAYAS,405,SALINAS,5920,SALINAS,URBANA
9,GUAYAS,425,SAMBORONDON,5925,SAMBORONDON,URBANA
1,AZUAY,260,CUENCA,5930,SAN BLAS,URBANA
17,PICHINCHA,60,QUITO,5935,SAN BLAS,URBANA
5,COTOPAXI,100,LATACUNGA,5940,SAN BUENAVENTURA,URBANA
18,TUNGURAHUA,135,AMBATO,5945,SAN FRANCISCO,URBANA
3,CANAR,235,AZOGUES,5950,SAN FRANCISCO,URBANA
10,IMBABURA,40,COTACACHI,5955,SAN FRANCISCO,URBANA
10,IMBABURA,30,IBARRA,5960,SAN FRANCISCO,URBANA
17,PICHINCHA,80,RUMINAHUI,5965,SANGOLQUI,URBANA
4,CARCHI,10,MONTUFAR,5970,SAN JOSE,URBANA
2,BOLIVAR,170,CHIMBO,5975,SAN JOSE DE CHIMBO,URBANA
10,IMBABURA,35,OTAVALO,5980,SAN LUIS,URBANA
17,PICHINCHA,60,QUITO,5985,SAN MARCOS,URBANA
9,GUAYAS,430,SALITRE,5990,SAN MATEO,URBANA
2,BOLIVAR,175,SAN MIGUEL,5995,SAN MIGUEL,URBANA
5,COTOPAXI,110,SALCEDO,6000,SAN MIGUEL DE SALCEDO,URBANA
17,PICHINCHA,60,QUITO,6005,SAN ROQUE,URBANA
1,AZUAY,260,CUENCA,6010,SAN SEBASTIAN,URBANA
11,LOJA,300,LOJA,6015,SAN SEBASTIAN,URBANA
17,PICHINCHA,60,QUITO,6020,SAN SEBASTIAN,URBANA
11,LOJA,320,CALVAS,6025,SAN VICENTE,URBANA
13,MANABI,470,SANTA ANA,6030,SANTA ANA,URBANA
17,PICHINCHA,60,QUITO,6035,SANTA BARBARA,URBANA
9,GUAYAS,410,SANTA ELENA,6040,SANTA ELENA,URBANA
1,AZUAY,285,SANTA ISABEL,6045,SANTA ISABEL,URBANA
17,PICHINCHA,60,QUITO,6050,SANTA PRISCA,URBANA
13,MANABI,480,CHONE,6055,SANTA RITA,URBANA
7,EL ORO,355,SANTA ROSA,6060,SANTA ROSA,URBANA
17,PICHINCHA,85,STO. DGO. DE LOS CLDS,6065,S. DOMINGO DE LOS CLDS.,URBANA
5,COTOPAXI,115,SAQUISILI,6070,SAQUISILI,URBANA
11,LOJA,305,SARAGURO,6075,SARAGURO,URBANA
6,CHIMBORAZO,205,COLTA,6080,SICALPA,URBANA
1,AZUAY,280,SIGSIG,6085,SIGSIG,URBANA
1,AZUAY,260,CUENCA,6090,SUCRE,URBANA
9,GUAYAS,390,GUAYAQUIL,6095,SUCRE,URBANA
11,LOJA,300,LOJA,6100,SUCRE,URBANA
13,MANABI,460,24 DE MAYO,6105,SUCRE,URBANA
14,MORONA SANTIAGO,610,SUCUA,6110,SUCUA,URBANA
12,LOS RIOS,540,QUEVEDO,6115,SAN CAMILO,URBANA
11,LOJA,345,SOZORANGA,6120,SOZORANGA,URBANA
17,PICHINCHA,896,PUERTO QUITO,6125,PUERTO QUITO,URBANA
8,ESMERALDAS,580,SAN LORENZO,6130,SAN LORENZO,URBANA
13,MANABI,450,MANTA,6135,SAN MATEO,URBANA
21,SUCUMBIOS,720,SHUSHUFINDI,6140,SHUSHUFINDI CENTRAL,URBANA
17,PICHINCHA,75,PEDRO MONCAYO,6145,TABACUNDO,URBANA
9,GUAYAS,390,GUAYAQUIL,6150,TARQUI,URBANA
13,MANABI,450,MANTA,6155,TARQUI,URBANA
15,NAPO,620,TENA,6160,TENA,URBANA
4,CARCHI,5,TULCAN,6165,TULCAN,URBANA
13,MANABI,550,TOSAGUA,6170,TOSAGUA,URBANA
17,PICHINCHA,85,STO. DGO. DE LOS CLDS,6175,CHIGUILPE,URBANA
17,PICHINCHA,85,STO. DGO. DE LOS CLDS,6180,ZARACAY,URBANA
9,GUAYAS,390,GUAYAQUIL,6185,URDANETA,URBANA
10,IMBABURA,55,URCUQUI,6190,URCUQUI,URBANA
13,MANABI,500,EL CARMEN,6195,4 DE DICIEMBRE,URBANA
22,ORELLANA,725,JOYA DE LOS SACHAS,6200,LA JOYA DE LOS SACHAS,URBANA
8,ESMERALDAS,565,ELOY ALFARO,6205,VALDEZ/LIMONES/,URBANA
11,LOJA,300,LOJA,6210,VALLE,URBANA
19,ZAMORA CHINCHIPE,665,YACUAMBI,6215,28 DE MAYO,URBANA
6,CHIMBORAZO,195,RIOBAMBA,6220,VELASCO,URBANA
9,GUAYAS,385,EL EMPALME,6225,VELASCO IBARRA,URBANA
6,CHIMBORAZO,195,RIOBAMBA,6230,VELOZ,URBANA
12,LOS RIOS,545,VENTANAS,6235,VENTANAS,URBANA
17,PICHINCHA,60,QUITO,6240,VILLA FLORA,URBANA
12,LOS RIOS,525,VINCES,6245,VINCES,URBANA
4,CARCHI,15,ESPEJO,6250,27 DE SEPTIEMBRE,URBANA
9,GUAYAS,735,PLAYAS,6255,GRAL.VILLAMIL / PLAYAS,URBANA
11,LOJA,740,QUILANGA,6260,QUILANGA /LA PAZ,URBANA
9,GUAYAS,390,GUAYAQUIL,6265,XIMENA,URBANA
9,GUAYAS,405,SALINAS,6270,GRAL. A. E. GALLO,URBANA
9,GUAYAS,405,SALINAS,6275,VICENTE ROCAFUERTE,URBANA
9,GUAYAS,405,SALINAS,6280,CARLOS ESPINOZA LARREA,URBANA
9,GUAYAS,395,YAGUACHI,6285,YAGUACHI NUEVO,URBANA
6,CHIMBORAZO,195,RIOBAMBA,6290,YARUQUIES,URBANA
19,ZAMORA CHINCHIPE,670,YANZATZA,6295,YANZATZA,URBANA
21,SUCUMBIOS,865,GONZALO PIZARRO,6300,LUMBAQUI,URBANA
19,ZAMORA CHINCHIPE,655,ZAMORA,6305,ZAMORA,URBANA
7,EL ORO,360,ZARUMA,6310,ZARUMA,URBANA
19,ZAMORA CHINCHIPE,660,CHINCHIPE,6315,ZUMBA,URBANA
11,LOJA,295,ZAPOTILLO,6320,ZAPOTILLO,URBANA
21,SUCUMBIOS,745,CASCALES,6325,EL DORADO DE CASCALES,URBANA
12,LOS RIOS,750,PALENQUE,6330,PALENQUE,URBANA
7,EL ORO,755,LAS LAJAS,6335,LA VICTORIA/LAS LAJAS,URBANA
2,BOLIVAR,760,CALUMA,6340,CALUMA / SAN ANTONIO/,URBANA
3,CANAR,765,EL TAMBO,6345,EL TAMBO,URBANA
17,PICHINCHA,770,SAN MIGUEL DE LOS BANCOS,6350,S. MIGUEL DE LOS BANCOS,URBANA
19,ZAMORA CHINCHIPE,775,EL PANGUI,6355,EL PANGUI,URBANA
1,AZUAY,780,OÑA,6360,OÑA,URBANA
7,EL ORO,365,PASAJE,6365,LOMA DE FRANCO,URBANA
7,EL ORO,365,PASAJE,6370,BOLIVAR,URBANA
7,EL ORO,365,PASAJE,6375,TRES CERRITOS,URBANA
8,ESMERALDAS,785,ATACAMES,6380,ATACAMES,URBANA
9,GUAYAS,790,SIMON BOLIVAR,6385,SIMON BOLIVAR,URBANA
14,MORONA SANTIAGO,795,HUAMBOYA,6390,HUAMBOYA,URBANA
16,PASTAZA,880,SANTA CLARA,6395,SANTA CLARA,URBANA
9,GUAYAS,390,GUAYAQUIL,6400,CHONGON,URBANA
9,GUAYAS,390,GUAYAQUIL,6405,PASCUALES,URBANA
9,GUAYAS,890,CRNL MARCELINO MARIDUENAS,6410,CRNL MARCELINO MARIDUENAS,URBANA
17,PICHINCHA,895,PEDRO VICENTE MALDONADO,6415,PEDRO VICENTE MALDONADO,URBANA
6,CHIMBORAZO,900,CUMANDA,6420,CUMANDA,URBANA
3,CANAR,905,DELEG,6425,DELEG,URBANA
13,MANABI,910,PEDERNALES,6430,PEDERNALES,URBANA
1,AZUAY,915,CHORDELEG,6435,CHORDELEG,URBANA
9,GUAYAS,920,LOMAS DE SARGENTILLO,6440,LOMAS DE SARGENTILLO,URBANA
14,MORONA SANTIAGO,925,SAN JUAN BOSCO,6445,SAN JUAN BOSCO,URBANA
5,COTOPAXI,930,SIGCHOS,6450,SIGCHOS,URBANA
22,ORELLANA,935,LORETO,6455,LORETO,URBANA
9,GUAYAS,940,NOBOL / PIEDRAHITA,6460,NARCISA DE JESUS,URBANA
12,LOS RIOS,945,BUENA FE,6465,SN JACINTO DE BUENA FE,URBANA
2,BOLIVAR,950,LAS NAVES,6470,LAS NAVES,URBANA
2,BOLIVAR,950,LAS NAVES,6475,LAS MERCEDES,URBANA
1,AZUAY,955,SEVILLA DE ORO,6480,SEVILLA DE ORO,URBANA
1,AZUAY,960,EL PAN,6485,EL PAN,URBANA
7,EL ORO,350,MACHALA,6490,9 DE MAYO,URBANA
13,MANABI,970,OLMEDO,6495,OLMEDO /PUCA,URBANA
21,SUCUMBIOS,650,PUTUMAYO,6500,EL CARMEN PUTUMAYO,URBANA
20,GALAPAGOS,805,SANTA CRUZ,6505,PUERTO AYORA,URBANA
20,GALAPAGOS,800,SAN CRISTOBAL,6510,PTO. BAQUERIZO MORENO,URBANA
20,GALAPAGOS,810,ISABELA,6515,PUERTO VILLAMIL,URBANA
4,CARCHI,25,BOLIVAR,6520,BOLIVAR,URBANA
9,GUAYAS,820,DURAN,6525,ELOY ALFARO /DURAN,URBANA
11,LOJA,815,CHAGUARPAMBA,6530,CHAGUARPAMBA,URBANA
5,COTOPAXI,825,LA MANA,6535,LA MANA,URBANA
6,CHIMBORAZO,830,PALLATANGA,6540,PALLATANGA,URBANA
9,GUAYAS,835,A.BAQUERIZO MORENO,6545,A.BAQUERIZO M /JUJAN,URBANA
13,MANABI,840,PICHINCHA,6550,PICHINCHA /GERMUD,URBANA
18,TUNGURAHUA,845,CEVALLOS,6555,CEVALLOS,URBANA
18,TUNGURAHUA,850,MOCHA,6560,MOCHA,URBANA
1,AZUAY,855,SAN FERNANDO,6565,SAN FERNANDO,URBANA
7,EL ORO,860,MARCABELI,6570,MARCABELI,URBANA
13,MANABI,975,PUERTO LOPEZ,6575,PUERTO LOPEZ,URBANA
9,GUAYAS,870,SANTA LUCIA,6580,SANTA LUCIA,URBANA
13,MANABI,440,PORTOVIEJO,6585,SAN PABLO,URBANA
7,EL ORO,875,BALSAS,6590,BALSAS,URBANA
1,AZUAY,885,NABON,6595,NABON,URBANA
17,PICHINCHA,80,RUMINAHUI,6600,SAN RAFAEL,URBANA
17,PICHINCHA,80,RUMINAHUI,6605,SAN PEDRO DE TABOADA,URBANA
9,GUAYAS,965,LA LIBERTAD,6610,LA LIBERTAD,URBANA
1,AZUAY,990,GUACHAPALA,6615,GUACHAPALA,URBANA
9,GUAYAS,985,GRAL. A. ELIZALDE,6620,GRAL.ELIZALDE /BUCAY,URBANA
19,ZAMORA CHINCHIPE,980,CENTINELA DEL CONDOR,6625,ZUMBI,URBANA
2,BOLIVAR,165,GUARANDA,6630,GUANUJO,URBANA
12,LOS RIOS,540,QUEVEDO,6635,SAN CRISTOBAL,URBANA
12,LOS RIOS,540,QUEVEDO,6640,VENUS DEL RIO QUEVEDO,URBANA
12,LOS RIOS,540,QUEVEDO,6645,NICOLAS INFANTE DIAZ,URBANA
12,LOS RIOS,540,QUEVEDO,6650,GUAYACAN,URBANA
12,LOS RIOS,540,QUEVEDO,6655,SIETE DE OCTUBRE,URBANA
