DIGNIDAD_CODIGO;OP_CODIGO;CANDIDATO_CODIGO;CANDIDATO_ORDEN;CANDIDATO_PROVINCIA_CODIGO;CANDIDATO_CANTON_CODIGO;CANDIDATO_PARROQUIA_CODIGO;CANDIDATO_NOMBRE;CANDIDATO_SEXO;CANDIDATO_EDAD_EXACTA;CANDIDATO_GRUPOS_DE_EDAD;SUPLENTE_NOMBRE.1;SUPLENTE_SEXO.1;SUPLENTE_EDAD_EXACTA.1;SUPLENTE_GRUPO_DE_EDAD.1;SUPLENTE_NOMBRE.2;SUPLENTE_SEXO.2;SUPLENTE_EDAD_EXACTA.2;SUPLENTE_GRUPO_DE_EDAD.2
3;51;3070000000034;2;7;0;0;ZAMBRANO ZAMBRANO YOLANDA KATHERINE;2;36,9534246575342;2;IZQUIERDO DE LA CRUZ LOIRA CECIBEL;2;36,5013698630137;2; ; ; ; 
5;11;5098200000061;1;9;820;0;CARRION SORIANO MARIA TERESA;2;53,3397260273973;3;IZQUIERDO IZQUIERDO SHIRLEY DACCY;2;43,5479452054795;2; ; ; ; 
5;3;5012600000012;5;1;260;0;PESANTEZ MENDOZA JUDITH CLEOPATRA;2;48,8547945205479;3;IZQUIERDO LUNA EDUARDO RAFAEL;1;73,0876712328767;4; ; ; ; 
7;1002;7010000000066;1;1;0;0;BERREZUETA CARRION LEONARDO RENATO;1;28,227397260274;1;IZQUIERDO PEÑAFIEL JUAN RICARDO;1;33,4794520547945;2; ; ; ; 
5;7;5051000000029;4;5;100;0;CEVALLOS MENDEZ CARMEN DE LAS MERCEDES;2;38,1256830601093;2;IZURIETA PAZ Y MIÑO JOSE GUALBERTO;1;35,3095890410959;2; ; ; ; 
7;48;7120000000002;2;12;0;0;FON FAY VASQUEZ JOBA AMINTA;2;50,8246575342466;3;IZURIETA REYES CARLO AUGUSTO;1;44,4767123287671;2; ; ; ; 
5;5005;5051150000024;3;5;115;0;ALMACHE JACHO HUGO RAMIRO;1;43,8602739726027;2;JACHO QUISHPE LUIS GONZALO;1;53,0109589041096;3; ; ; ; 
5;6;5062000000013;1;6;200;0;AVALOS ZAMBRANO CARLOS ISAAC;1;46,9808219178082;3;JACOME ALBAN MISAEL OLMEDO;1;53,6328767123288;3; ; ; ; 
5;8;5170700000022;1;17;70;0;PILICITA PACHACAMA JOSE RAFAEL;1;55,8876712328767;3;JACOME CALERO JOSE;1;49,8060109289617;3; ; ; ; 
5;1;5181450000004;1;18;145;0;IZURIETA LAINEZ NORMAN ISAAC;1;39,6356164383562;2;JACOME CAMPOS LUIS GUSTAVO;1;26,5136612021858;1; ; ; ; 
5;11;5051000000045;5;5;100;0;VASQUEZ BLANCO JOSE MARCO;1;28,6301369863014;1;JACOME GARCIA MERCEDES EUFEMIA;2;50,5710382513661;3; ; ; ; 
5;8;5051200000017;2;5;120;0;VERA GALARZA PABLO MAXIMO;1;41,7205479452055;2;JACOME JACOME EDGAR FAJARDO;1;57,6958904109589;3; ; ; ; 
7;4;7050000000012;4;5;0;0;FREIRE VILLACIS ANA LORENA;2;41,3890410958904;2;JACOME LARA IBETT MARIELA;2;27,3315068493151;1; ; ; ; 
7;9;7120000000043;3;12;0;0;PERALTA MACIAS ISIDRO ISIDORO;1;43,0849315068493;2;JACOME PACHECO CONSUELO DEL PILAR;2;61,9016393442623;3; ; ; ; 
5;17016;5170600000121;2;17;60;0;GALINDO GUARDERAS LUIS EFRAIN;1;28,6657534246575;1;JACOME PILOZO JORGE ALEJANDRO;1;28,7178082191781;1; ; ; ; 
3;51;3170000000054;4;17;0;0;MANTILLA FIGUEROA ZULEMA PATRICIA;2;35,4356164383562;2;JACOME SANTI MARIA GABRIELA;2;28,7753424657534;1; ; ; ; 
5;55;5100450000025;1;10;45;0;VALLEJO ANDRADE VICTOR TOMAS;1;50,0901639344262;3;JACOME VALLEJOS MARTHA GUADALUPE;2;41,9125683060109;2; ; ; ; 
7;9;7090000000168;6;9;0;0;LYLE LEON CARMEN ESTELA;2;46,1830601092896;3;JACOME VINUEZA CECILIA IRENE;2;34,5218579234973;2; ; ; ; 
3;17;3090000000087;3;9;0;0;RODAS RAMIREZ SONIA ROSARIO;2;45,1232876712329;3;JACOME YAGUAL MARIA SALOME;2;29,3616438356164;1; ; ; ; 
5;6;5073550000018;3;7;355;0;BONIFAZ SILVA MARIO EDMUNDO;1;44,1178082191781;2;JADAN SERDAN ROXANA RAQUEL;2;26,6857923497268;1; ; ; ; 
5;21002;5216500000014;2;21;650;0;JURADO PIANDA CARMEN;2;49,2493150684932;3;JAIME TIGUA MARJORIE ELIZABETH;2;23,7808219178082;1; ; ; ; 
5;17;5090950000023;2;9;95;0;VEGA CORDOVA CARMEN ARACELY;2;36,9315068493151;2;JAMA BERNABE ROCIO IRENE;2;20,6602739726027;1; ; ; ; 
5;6;5134760000012;3;13;476;0;MENDOZA QUIJANO NAHON FABRICIO;1;33,2630136986301;2;JAMA FALLAIN EUCLIDES SEBASTIAN;1;33,1808219178082;2; ; ; ; 
5;3;5094150000007;1;9;415;0;MORA CASTRO STALIN GIOVANNY;1;38,7377049180328;2;JAMA GUERRERO MARIA ALEXANDRA;2;35,1013698630137;2; ; ; ; 
5;10;5085750000032;4;8;575;0;BONE RODRIGUEZ KENNYS ROCIO;2;37,4630136986301;2;JAMA NAZARENO JOSE BELIZARIO;1;39,8246575342466;2; ; ; ; 
5;48;5094150000003;3;9;415;0;ALCIVAR ROMERO JORGE FELICISIMO;1;61,2876712328767;3;JAMA NORMA NORA;2;52,9287671232877;3; ; ; ; 
5;21002;5216250000021;3;21;625;0;GUAÑA CHAVEZ LUIS FERNANDO;1;30,8;2;JANETA JANETA MANUELA;2;39;2; ; ; ; 
5;19014;5196550000005;2;19;655;0;LEON GONZALEZ MARLENE ELIZABETH;2;39,8986301369863;2;JAPA CRUZ INES EDITH;2;51,5835616438356;3; ; ; ; 
5;10;5199800000011;1;19;980;0;JUMBO CUENCA MANUEL REMIGIO;1;38,775956284153;2;JAPA PAQUI CARMEN ANGELA;2;28,2164383561644;1; ; ; ; 
5;5;5017800000007;1;1;780;0;AREVALO GRANDA BOLIVAR;1;59,1808219178082;3;JAPA RIOS MABEL DEL ROCIO;2;23,1068493150685;1; ; ; ; 
5;10;5113050000016;1;11;305;0;LOZANO QUIZHPE LUIS ANTONIO;1;42,813698630137;2;JAPON OCAMPO LUIS FABIAN;1;47,8876712328767;3; ; ; ; 
5;48;5012600000004;4;1;260;0;CABRERA MAGALLANES GRACE AMELIA;2;32,3013698630137;2;JARA ARTEAGA GIANELLA POLETTE;2;31,3397260273973;2; ; ; ; 
5;62;5012600000086;2;1;260;0;BERMEO BARRERA ROSA ALICIA;2;47,1260273972603;3;JARA BRITO FLORA CECILIA;2;38;2; ; ; ; 
5;1005;5019150000017;2;1;915;0;TACURI LLIVICURA LUISA CAROLINA;2;31,841095890411;2;JARA CABRERA ZOILA CLEMENTINA;2;34,6284153005465;2; ; ; ; 
5;8;5019150000012;3;1;915;0;MOGROVEJO MERCHAN SUNDAY ISAIAS;1;31,4684931506849;2;JARA CASTRO INES CECILIA;2;21,2794520547945;1; ; ; ; 
5;48;5099400000002;2;9;940;0;CHAGUAY PALACIOS GEOCONDA A DEL ROSARIO;2;51,8821917808219;3;JARA CORTEZ BENIGNO LUPERCIO;1;29,983606557377;1; ; ; ; 
5;11001;5117300000028;1;11;730;0;GUAICHA MAZA MARIA FLORESMILA;2;54,0983606557377;3;JARA ERRAEZ MANUEL DE JESUS;1;49,8169398907104;3; ; ; ; 
5;6;5077050000008;2;7;705;0;OCHOA ARMAS LEYDY ISABEL;2;20,7616438356164;1;JARA FREIRE JORGE OSWALDO;1;26,1994535519126;1; ; ; ; 
5;6;5076900000010;1;7;690;0;AGUILAR GRANDA MANUEL RAUL;1;54,5464480874317;3;JARA MACANCHI ROBERT PAUL;1;38,7049180327869;2; ; ; ; 
5;8;5125400000035;5;12;540;0;PEREZ CARRANZA JOSE MARIO;1;44,8849315068493;2;JARA PINTO NELSON OMAR;1;29,372602739726;1; ; ; ; 
5;11;5061950000058;3;6;195;0;ECHEVERRIA VILLA CARLOS EDUARDO;1;33,0657534246575;2;JARA QUISIGUINA DIEGO JAVIER;1;27,7315068493151;1; ; ; ; 
5;6;5076900000012;3;7;690;0;QUEZADA ESPINOZA ANGEL EDUARDO;1;53,9754098360656;3;JARA SAMANIEGO LUIS VICENTE;1;61,4493150684931;3; ; ; ; 
5;17007;5170700000036;3;17;70;0;CAIZA QUILLUPANGUI CARLOS ALFREDO;1;40,7178082191781;2;JARA SANTOS MARIA GABRIELA;2;24,5561643835616;1; ; ; ; 
5;14003;5149260000009;1;14;926;0;MOLINA PARRA HUGO EDMUNDO;1;40,9205479452055;2;JARA SERRANO TOMAS CORNELIO;1;38,172131147541;2; ; ; ; 
5;4;5076900000005;2;7;690;0;AGUILAR FAJARDO ANTONIO HUMBERTO;1;70,0273224043716;4;JARAMILLO AGUILAR MARINA DE FATIMA;2;37,6301369863014;2; ; ; ; 
5;11001;5113300000033;3;11;330;0;GOMEZ VARGAS DIOMEDES OLIVER;1;43,2191780821918;2;JARAMILLO AGUILAR ROSA GRACIELA;2;57,2246575342466;3; ; ; ; 
5;19004;5196600000012;2;19;660;0;CALVA GIRON MARIA CECILIA;2;28,7342465753425;1;JARAMILLO AJILA ZOILA ENID;2;34,2377049180328;2; ; ; ; 
5;55;5196600000010;2;19;660;0;ABAD ONTANEDA HOOVER;1;41,7896174863388;2;JARAMILLO AMARI ROMEL EFREN;1;34,7021857923497;2; ; ; ; 
5;72;5078750000027;3;7;875;0;ZAMBRANO CAMPOVERDE SERVIO BOLIVAR;1;50,1256830601093;3;JARAMILLO AREVALO LUCIA IRALDA;2;25,0849315068493;1; ; ; ; 
5;6;5135000000014;2;13;500;0;MENDOZA ROSADO MARICELI MARGARITA;2;32,1534246575342;2;JARAMILLO ARGANDONA FERNANDO ENRIQUE;1;32,1260273972603;2; ; ; ; 
5;56;5134450000022;1;13;445;0;PACHAY CAMPUZANO LUIS ALBERTO;1;36,5397260273973;2;JARAMILLO BARBERAN MARITZA ZORAIDA;2;30,0628415300546;2; ; ; ; 
3;71;3170000000031;1;17;0;0;RICAURTE ROMAN ANTONIO JOSE;1;28,8219178082192;1;JARAMILLO CALERO JOSE LUIS;1;30,4098360655738;2; ; ; ; 
5;3;5113300000004;1;11;330;0;ACARO SANMARTIN ANGEL EDUARDO;1;54,4180327868852;3;JARAMILLO CARDENAS VICTOR HUGO;1;29,1013698630137;1; ; ; ; 
5;11003;5113250000026;2;11;325;0;LUZURIAGA SAAVEDRA FELIX AMADEO;1;58,5409836065574;3;JARAMILLO CASTILLO BYRON FROILAN;1;48,1890410958904;3; ; ; ; 
5;1;5113450000003;3;11;345;0;JARAMILLO TERREROS HILDA LOURDES;2;24,9150684931507;1;JARAMILLO CASTILLO DIEGO PATRICIO;1;27,3315068493151;1; ; ; ; 
7;5003;7050000000003;3;5;0;0;BEDON CUEVA MARIA BELEN;2;26,4180327868852;1;JARAMILLO CERDA CARMEN YOLANDA;2;38,5874316939891;2; ; ; ; 
7;71;7110000000027;3;11;0;0;VELEZ RODRIGUEZ OLGA MILENA;2;32,5369863013699;2;JARAMILLO ESPINOSA GLORIA MARIA DEL CARMEN;2;56,3479452054795;3; ; ; ; 
3;17011;3170000000071;1;17;0;0;CARRION PAREDES DARIO PATRICIO;1;54,1530054644809;3;JARAMILLO GAVILANES LUIS WILFRIDO;1;50,8684931506849;3; ; ; ; 
5;48;5097150000003;3;9;715;0;BARCIA JARAMILLO KLEBER ATAHUALPA;1;50,6120218579235;3;JARAMILLO GRANOBLE EVA MARISOL;2;36,0986301369863;2; ; ; ; 
5;5;5099860000012;3;9;986;0;MEZA VARGAS RAFAEL;1;54,3087431693989;3;JARAMILLO HOLGUIN FLORENCIO ANTONIO;1;44,5972602739726;2; ; ; ; 
5;71;5076900000014;2;7;690;0;MILLER VALVERDE WASHINGTON RODRIGO;1;56,3561643835616;3;JARAMILLO JARAMILLO COLON GERARDO;1;50;3; ; ; ; 
5;56;5113300000028;1;11;330;0;MACAS CALDERON VICTOR DANIEL;1;26,6174863387978;1;JARAMILLO JARAMILLO MARCO ANTONIO;1;31,8109589041096;2; ; ; ; 
5;21005;5216250000013;1;21;625;0;CANGO CHAMBA JENNY ESTRELLA DE FATIMA;2;41,9207650273224;2;JARAMILLO JARAMILLO MARIA UFELIA;2;39,5315068493151;2; ; ; ; 
5;8;5077050000014;2;7;705;0;CARRION CAMPOVERDE FLOR MARIA;2;54,551912568306;3;JARAMILLO LOAIZA PIEDAD DEL CARMEN;2;37,2383561643836;2; ; ; ; 
5;4;5097150000010;1;9;715;0;GARAY MARTILLO FRANCISCO JAVIER;1;39,9232876712329;2;JARAMILLO MATAMOROS ILDA LUCIA;2;44,3671232876712;2; ; ; ; 
5;10;5087850000022;1;8;785;0;MACIAS CEVALLOS KLEVER MIGUEL;1;52,4109589041096;3;JARAMILLO MINA CILVERIO;1;44,3095890410959;2; ; ; ; 
7;3;7110000000010;2;11;0;0;AGUIRRE RIOFRIO SOLEDAD MIREYA;2;55,1506849315069;3;JARAMILLO MONTESINOS MONICA KARINA;2;29,9071038251366;1; ; ; ; 
5;55;5040200000024;3;4;20;0;CARRERA GALARRAGA LIGIA OLIVA;2;63,4575342465753;3;JARAMILLO NANCY CUMANDA;2;52,3178082191781;3; ; ; ; 
3;71;3140000000008;2;14;0;0;JARAMILLO PALACIOS HUGO;1;55,1095890410959;3;JARAMILLO NOGUERA MARCIA TERESA;2;50,6065573770492;3; ; ; ; 
5;5;5073500000026;2;7;350;0;RODRIGUEZ BAGUI FREDY EDUARDO;1;39,8575342465753;2;JARAMILLO PATINO MAXIMO OSWALDO;1;31,2739726027397;2; ; ; ; 
7;71;7110000000025;1;11;0;0;BURNEO CASTILLO JORGE OSWALDO AUGUSTO;1;46,3907103825137;3;JARAMILLO PERALTA VICTOR ANTONIO;1;76,6301369863014;4; ; ; ; 
7;55;7170000000196;14;17;0;0;RODRIGUEZ CARRION DALILA CONCEPCION;2;49,5150684931507;3;JARAMILLO PEREZ MONICA DE LOURDES;2;48,813698630137;3; ; ; ; 
5;4;5113300000007;1;11;330;0;DAVILA DAVILA MANUEL ANTONIO;1;45,8142076502732;3;JARAMILLO PUCHA VIRGINIA YADIRA;2;26,0409836065574;1; ; ; ; 
5;10;5093900000074;4;9;390;0;VARAS ROSADO FATIMA IRENE DE LOURDES;2;49,9863387978142;3;JARAMILLO RAMIREZ TELMO EDUARDO;1;36,4794520547945;2; ; ; ; 
7;17007;7170000000214;4;17;0;0;LOACHAMIN PAUCAR VICTOR JULIO;1;47,7232876712329;3;JARAMILLO RESTREPO ANA LILIAN;2;44,4986301369863;2; ; ; ; 
7;71;7170000000087;3;17;0;0;PADILLA CHIRIBOGA MARIA DOLORES;2;61,3260273972603;3;JARAMILLO RODRIGUEZ CARMEN AZUCENA;2;66,5765027322404;4; ; ; ; 
5;19003;5196610000010;2;19;661;0;GUAYLLAS MEDINA ROSARIO CRISTINA;2;20,9698630136986;1;JARAMILLO ROSILLO FRANGIL EMIGDIO;1;27,5506849315069;1; ; ; ; 
5;17;5125400000050;5;12;540;0;COELLO LEON ERNESTINA CLEMENCIA;2;42,9369863013699;2;JARAMILLO SALTOS ORFA JESSENIA;2;25,8907103825137;1; ; ; ; 
5;48;5073700000002;2;7;370;0;NARVAEZ SILVA MARCO VINICIO;1;47,2739726027397;3;JARAMILLO SANCHEZ WILLAN GILBERTO;1;39,9013698630137;2; ; ; ; 
5;71;5166800000010;1;16;680;0;GONZALEZ ARIAS MARIA ELENA;2;55,5178082191781;3;JARAMILLO SANIPATIN ERIK ARNULFO;1;29,3780821917808;1; ; ; ; 
7;48;7110000000002;2;11;0;0;ALVEAR SANCHEZ LUIS RAMIRO;1;52,572602739726;3;JARAMILLO SARANGO MARIO BOLIVAR;1;65,2465753424657;4; ; ; ; 
5;1;5113400000006;3;11;340;0;JIRON GUAYANAY FATIMA CECILIA;2;32,8986301369863;2;JARAMILLO TORRES PEDRO EFRAIN;1;52,2931506849315;3; ; ; ; 
5;6;5170600000038;3;17;60;0;ESPINOSA AVILA SANDRA ELIZABETH;2;38,068306010929;2;JARAMILLO VELA PAOLA ELIZABETH;2;34,8849315068493;2; ; ; ; 
5;20004;5208100000004;2;20;810;0;GIL MORALES GUSTAVO ALEX;1;32,6986301369863;2;JARAMILLO VIEJO MARIA JESUS;2;41,8524590163934;2; ; ; ; 
5;22013;5229350000009;1;22;935;0;MORA CALERO HUMBERTO MOISES;1;26,8739726027397;1;JARAMILLO VILLATUNA MERCY SUSANA;2;25,4027397260274;1; ; ; ; 
5;10;5216500000015;1;21;650;0;DAGUA NOTENO LIDER FREDI;1;31,2794520547945;2;JARAMILLO VISCAY MARIA ESPERANZA;2;41,9972677595628;2; ; ; ; 
5;11001;5113350000023;2;11;335;0;BRAVO SALINAS JOSE RODRIGO;1;28,5890410958904;1;JARAMILLO VIVANCO ALFREDO GONZALO;1;61,6712328767123;3; ; ; ; 
5;71;5078600000017;2;7;860;0;PALMA RIOS MIREYA DEL ROCIO;2;31,3342465753425;2;JARRIN APOLO JOSE ANTONIO DE JESUS;1;42;2; ; ; ; 
3;6;3180000000010;1;18;0;0;CARRILLO AVALOS JUAN ALBERTO;1;36,972602739726;2;JARRIN CASA ROSA ELIZABETH;2;26,8191780821918;1; ; ; ; 
3;6;3170000000030;5;17;0;0;DELGADO DELGADO MARTHA RUTH SOLEDAD;2;49,2054794520548;3;JARRIN JURADO MAGDALENA DE LOURDES;2;60,772602739726;3; ; ; ; 
3;8;3150000000009;1;15;0;0;MEJIA RUBIO MARIA ELENA;2;47,186301369863;3;JATI PILATAXI HUGO RAMIRO;1;36,3561643835616;2; ; ; ; 
5;6;5208050000009;1;20;805;0;VENTES REASCOS CLARIDAD;2;54,9945205479452;3;JATIVA ANDRADE SONIA LUCIA DEL PILAR;2;60,0931506849315;3; ; ; ; 
5;6;5100400000010;1;10;40;0;GALLEGOS VACA LUIS STEY;1;41,827868852459;2;JATIVA ANDRAMUNIO JOSE NEPTALI;1;41,6547945205479;2; ; ; ; 
3;5;3060000000015;3;6;0;0;CURILLO SAIGUA ROSA MARIA;2;45,2109589041096;3;JATIVA LOPEZ ANITA CAROLINA;2;37,6383561643836;2; ; ; ; 
7;8;7090000000156;12;9;0;0;ESCALA ZAMBRANO BLANCA MARIA;2;41,4465753424658;2;JAURA VIVAR MARILU SUSANA;2;45,5890410958904;3; ; ; ; 
5;1;5170600000014;7;17;60;0;LOPEZ DIAZ HUGO FERNANDO;1;44,8493150684931;2;JAYA BORJA LIGIA ELENA;2;22,8328767123288;1; ; ; ; 
5;51;5170850000063;3;17;85;0;FLORES VACA FRANKLIN CRISTOBAL;1;43,1315068493151;2;JAYA JUMBO JULIO VICTOR;1;34,2131147540984;2; ; ; ; 
5;19024;5199800000002;2;19;980;0;CHAMBA VEGA LUIS ALCIDES;1;51,0931506849315;3;JAYA PARDO FRANCISCO ARQUIMIDES;1;33,358904109589;2; ; ; ; 
5;71;5077050000010;1;7;705;0;VASQUEZ VASQUEZ LUIS ALFONSO;1;38,9260273972603;2;JAYA ROMERO ANGEL OSWALDO;1;30,0655737704918;2; ; ; ; 
5;24;5170850000047;5;17;85;0;MENA CARLOS MANUEL;1;48,4931506849315;3;JAYA SOLORZANO JORGE RODRIGO;1;47,4575342465753;3; ; ; ; 
5;56;5113000000056;1;11;300;0;PALACIOS SOTOMAYOR PAUL JUANITO;1;40,3945205479452;2;JERVES GALVAN CARLOS HUMBERTO;1;29,2027397260274;1; ; ; ; 
7;5;7110000000017;1;11;0;0;BRAVO BRAVO FREDY GONZALO;1;49,9289617486339;3;JIJON HIDALGO CLAUDIA ALEXANDRA;2;33,9125683060109;2; ; ; ; 
5;19003;5199810000009;1;19;981;0;CALVA JIMA MELVA IRENE;2;46,5273224043716;3;JIMA MASACHE JULIO EULOGIO;1;32,5095890410959;2; ; ; ; 
5;48;5099850000003;3;9;985;0;YUQUI SARMIENTO ABEL RIGOBERTO;1;48,386301369863;3;JIMBICTI PUTZUMA LUIS MARCELINO;1;48,2465753424658;3; ; ; ; 
5;11010;5113150000010;1;11;315;0;TORRES MONTOYA JOSE MIGUEL;1;39,0465753424658;2;JIMBO CHAMBA YOLANDA MARIA;2;54,707650273224;3; ; ; ; 
5;5;5077550000006;3;7;755;0;ROMERO BECERRA WILMER ALCIDES;1;41,1013698630137;2;JIMBO ERAS PEDRO BAUDILIO;1;45,2904109589041;3; ; ; ; 
5;11;5012600000064;1;1;260;0;DELGADO TROYA JUAN CARLOS;1;40,2821917808219;2;JIMENES CHICA MARIA IRENE;2;44,9260273972603;2; ; ; ; 
5;20002;5208050000001;1;20;805;0;LOGROÑO TELLO VICENTE;1;35,7698630136986;2;JIMENES PILLA RUDECINDO;1;25,5369863013699;1; ; ; ; 
6;4;6196602110002;2;19;660;2110;JIMENEZ ABAD JOSE MIGUEL;1;64,0794520547945;3;JIMENEZ ABAD EDILMA GLADIS;2;40,6657534246575;2; ; ; ; 
5;3;5113400000009;3;11;340;0;GUAYANAY CALVA ILDA ESPERANZA;2;53,3369863013699;3;JIMENEZ ABAD ROSARIO ISABEL;2;35,5342465753425;2; ; ; ; 
6;4;6196602110003;3;19;660;2110;ALVERCA ABAD SONIA VICTORIA;2;27,558904109589;1;JIMENEZ ALVAREZ JUAN EFRAIN;1;29,8770491803279;1; ; ; ; 
5;1;5073700000005;2;7;370;0;JIMENEZ ALVAREZ ESPERANZA DEL ROCIO;2;23,3506849315068;1;JIMENEZ ALVAREZ MARIA VILMA;2;34,4726775956284;2; ; ; ; 
6;4;6196602110004;4;19;660;2110;GAONA ABAD LILIA MAFALDA;2;24,1260273972603;1;JIMENEZ ALVERCA GREGORIO;1;48,6027397260274;3; ; ; ; 
3;6;3090000000032;2;9;0;0;ESPINOZA ALBURQUERQUE EMILIO FERNANDO;1;53,4;3;JIMENEZ BAJANA MARIA LORENA;2;40,2739726027397;2; ; ; ; 
5;17;5098700000022;1;9;870;0;FRANCO ALMEIDA BETTY AMARILYS;2;48,5890410958904;3;JIMENEZ BAJANA TEODORO POLICARPO;1;54,8547945205479;3; ; ; ; 
5;5;5094300000015;3;9;430;0;SANCHEZ PIZA LIDIA JACQUELINE;2;40,4219178082192;2;JIMENEZ BARCOS BRENDA MARIETA;2;45,4849315068493;3; ; ; ; 
5;10;5196600000007;1;19;660;0;TOLEDO AMARI MARIA LILIA;2;43,2767123287671;2;JIMENEZ BERRU LUZ MARIA;2;21,4602739726027;1; ; ; ; 
5;5;5199800000006;2;19;980;0;GUAMAN CASTILLO RUTH MARIZOL;2;32,3972602739726;2;JIMENEZ BRAVO ANGEL PORFIRIO;1;47,5287671232877;3; ; ; ; 
5;71;5113200000017;2;11;320;0;LUDEÑA LAPO FRANCISCO CRISTOBAL;1;58,5819672131148;3;JIMENEZ BRAVO BERTHA JHONNY;2;26,986301369863;1; ; ; ; 
5;6;5093900000042;7;9;390;0;TORRES TOLEDO ALEXANDRA DEL CARMEN;2;37,4821917808219;2;JIMENEZ CABEZA MARCIA SOLANDA;2;21,2657534246575;1; ; ; ; 
5;62;5112900000031;1;11;290;0;TORRES JIMENEZ LAURA EFIGENIA;2;30,0136612021858;2;JIMENEZ CAMPOVERDE IRENE ELIZABETH;2;22,1475409836066;1; ; ; ; 
5;3001;5037650000018;3;3;765;0;CASTILLO PAREDES RAFAEL HUMBERTO;1;52,3671232876712;3;JIMENEZ CARCHI FREDY ARMANDO;1;21,9207650273224;1; ; ; ; 
3;9;3190000000009;1;19;0;0;ROBLES ORELLANA MARCO ANTONIO;1;48,2712328767123;3;JIMENEZ CARRION COSME ESTALIN;1;35,6547945205479;2; ; ; ; 
5;10;5029500000022;1;2;950;0;CASTILLO CASTRO CESAR FRANKLIN;1;44,1013698630137;2;JIMENEZ CARVAJAL MANUEL MESIAS;1;29,9426229508197;1; ; ; ; 
5;71;5117400000019;1;11;740;0;HIDALGO ROJAS OSCAR EFREN;1;34,4972677595628;2;JIMENEZ CASTILLO PEPE ALONSO;1;59,8356164383562;3; ; ; ; 
5;6;5077550000009;3;7;755;0;GUARNIZO TACURI HOMER SEVERO;1;35,5397260273973;2;JIMENEZ CASTILLO SANTOS JAVIER;1;30,7972602739726;2; ; ; ; 
5;5;5075850000006;3;7;585;0;SALAZAR CASTRO ABRAHAN DANILO;1;47,8602739726027;3;JIMENEZ CASTILLO WILSON ISIDRO;1;39,427397260274;2; ; ; ; 
5;8;5156200000013;1;15;620;0;CORTEZ AUCAY VANESA ESTEFANIA;2;22,9424657534247;1;JIMENEZ CHICO ISRAEL NOVOR;1;33,4767123287671;2; ; ; ; 
5;11001;5113200000029;2;11;320;0;SALAZAR CHAMBA YONNY KARINA;2;25,6219178082192;1;JIMENEZ CHUQUIMARCA KRUSPKAYA DE LA NUBE;2;25,6219178082192;1; ; ; ; 
5;8;5145950000008;2;14;595;0;CAJAMARCA MARILES ROBERTO ABEL;1;38,672131147541;2;JIMENEZ CHUVA ELVIA MORAIMA;2;33,2383561643836;2; ; ; ; 
5;4;5113400000012;3;11;340;0;CUENCA TILLAGUANGO JORGE;1;43,6465753424658;2;JIMENEZ CUMBICUS JOSE ANDRES;1;36,1452054794521;2; ; ; ; 
3;48;3160000000001;1;16;0;0;LEDESMA ZAMORA DARWIN GERMAN;1;35,0520547945206;2;JIMENEZ ESPARZA ANA CECILIA;2;46,2814207650273;3; ; ; ; 
5;4;5051100000005;2;5;110;0;ALBAN BAUTISTA NORMA MARINA;2;42,2650273224044;2;JIMENEZ ESTEVEZ NELLY PATRICIA;2;26,2322404371585;1; ; ; ; 
5;11002;5117400000016;1;11;740;0;ROSALES GRANDA JOSE FERNANDO;1;36,5753424657534;2;JIMENEZ GAONA CRISTOBAL;1;55,3753424657534;3; ; ; ; 
5;2007;5027600000022;1;2;760;0;VELASCO VEGA SEGUNDO SEVERO;1;53,3643835616438;3;JIMENEZ GARCIA SOBEIDA MARIVEL;2;27,758904109589;1; ; ; ; 
5;6;5125150000023;3;12;515;0;NAGUA RODRIGUEZ RUBEN DARIO;1;47,6657534246575;3;JIMENEZ GAVILANEZ ALICIA ARACELY;2;35,9397260273973;2; ; ; ; 
5;19004;5196600000011;1;19;660;0;JARAMILLO RODRIGUEZ VICTOR HUGO;1;22,5;1;JIMENEZ GIRON EFREN GONZALO;1;33,2931506849315;2; ; ; ; 
5;4;5051050000001;1;5;105;0;AMORES ENRIQUEZ DAVID HERNAN;1;41,3260273972603;2;JIMENEZ GUERRERO GALO VINICIO;1;23,4821917808219;1; ; ; ; 
5;6002;5061950000070;5;6;195;0;CASTRO ALLAUCA MARTHA SUSANA;2;34,9013698630137;2;JIMENEZ JARA MARCELA GUADALUPE;2;32,0493150684932;2; ; ; ; 
7;5;7200000000005;1;20;0;0;SAA ALMEIDA ROMEL DANIEL;1;33,9672131147541;2;JIMENEZ JHONJONES HARRY JAMES;1;32,0246575342466;2; ; ; ; 
5;56;5113400000026;2;11;340;0;ALVERCA JIMENEZ MARIA TERESA;2;22,813698630137;1;JIMENEZ JIMENEZ JUAN MANUEL;1;32,8054794520548;2; ; ; ; 
5;56;5099650000036;3;9;965;0;HUAMAN MARCILLO WASHINGTON EDUARDO;1;38,7595628415301;2;JIMENEZ JIMENEZ LUIS FRANCISCO;1;62,6830601092896;3; ; ; ; 
5;5;5012800000003;3;1;280;0;CALLE CALLE LUIS GERARDO;1;56,0164383561644;3;JIMENEZ JIMENEZ MARIA TERESA;2;36,7013698630137;2; ; ; ; 
